Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Jorge Santos,Toy,2135.93,3564.35,0.4,0.3,12/5/2021,22,71
Raphael Silva,Stationery,1285.71,1232.7,0.47,0.43,12/5/2021,14,65
Caroline Reis,Stationery,1349.68,449.93,0.65,0.4,12/5/2021,14,73
Letícia Nascimento,Electronics,2791.89,4006.07,0.15,0.23,12/6/2021,26,175
Ana Sousa,Electronics,6234.02,3497.59,0.2,0.23,12/6/2021,94,413
Gustavo Martins,Electronics,3163.9,1984.92,0.18,0.2,12/6/2021,33,102
Beatriz Santos,Wardrobe,1878.28,3038.31,0.1,0.15,12/6/2021,23,122
Camila Lima,Wardrobe,5270.48,3333.53,0.2,0.17,12/6/2021,63,363
Thiago Barbosa,Accessories,1822.75,548.54,0.58,0.58,12/6/2021,19,90
Letícia Ribeiro,Accessories,660.87,1455.77,0.54,0.42,12/6/2021,6,36
Enzo Nascimento,House,2743.91,4229.56,0.41,0.23,12/6/2021,26,77
Guilherme Santos,House,6675.16,4224.04,0.17,0.32,12/6/2021,94,253
Vitória Ribeiro,Toy,1974.76,959.76,0.27,0.29,12/6/2021,21,125
Julia Araújo,Sports,3012.44,1517.31,0.2,0.3,12/6/2021,32,173
Lucas Rodrigues,Sports,7741.59,3492.73,0.29,0.31,12/6/2021,96,646
Thiago Carvalho,Sports,4369.57,2705.04,0.34,0.3,12/6/2021,50,310
Mateus Barbosa,Electronics,2465.4,3365.55,0.18,0.22,12/6/2021,28,65
Camila Carvalho,House,6259.33,1914.64,0.17,0.26,12/6/2021,78,598
Diego Cardoso,Wardrobe,1357.04,2756.18,0.22,0.15,12/6/2021,12,73
Jorge Santos,Toy,1746.9,3102.46,0.17,0.29,12/6/2021,18,81
Raphael Silva,Stationery,288.32,521.11,0.54,0.4,12/6/2021,1,3
Caroline Reis,Stationery,1469.75,755.54,0.61,0.49,12/6/2021,15,40
Letícia Nascimento,Electronics,3389.86,2996.73,0.26,0.23,12/7/2021,32,209
Ana Sousa,Electronics,1081.22,2839.8,0.12,0.18,12/7/2021,11,58
Gustavo Martins,Electronics,3103.55,1839.85,0.3,0.21,12/7/2021,28,207
Beatriz Santos,Wardrobe,4652.42,3179.43,0.13,0.17,12/7/2021,53,165
Camila Lima,Wardrobe,4698.1,2631.88,0.28,0.2,12/7/2021,52,393
Thiago Barbosa,Accessories,586.14,766.22,0.36,0.48,12/7/2021,7,16
Letícia Ribeiro,Accessories,985.42,1476.8,0.62,0.48,12/7/2021,9,49
Enzo Nascimento,House,6245.51,2837.1,0.28,0.29,12/7/2021,110,567
Guilherme Santos,House,5633.82,1511.39,0.25,0.28,12/7/2021,59,429
Vitória Ribeiro,Toy,1149.45,2547.26,0.14,0.24,12/7/2021,13,94
Julia Araújo,Sports,5142.35,3970.9,0.22,0.26,12/7/2021,62,211
Lucas Rodrigues,Sports,7290.68,1952.23,0.26,0.3,12/7/2021,91,669
Thiago Carvalho,Sports,4600.96,3945.79,0.2,0.3,12/7/2021,55,170
Mateus Barbosa,Electronics,2102.53,1823.98,0.24,0.18,12/7/2021,22,117
Camila Carvalho,House,5822.18,2984.23,0.23,0.23,12/7/2021,63,333
Diego Cardoso,Wardrobe,2146.28,898.01,0.24,0.15,12/7/2021,24,73
Jorge Santos,Toy,3719.87,1383.45,0.34,0.26,12/7/2021,38,205
Raphael Silva,Stationery,834.66,856.1,0.22,0.5,12/7/2021,9,46
Caroline Reis,Stationery,1545.34,735.49,0.68,0.45,12/7/2021,16,37
Letícia Nascimento,Electronics,5395.76,2636.74,0.19,0.21,12/8/2021,58,328
Ana Sousa,Electronics,6324.52,1172.43,0.23,0.22,12/8/2021,72,392
Gustavo Martins,Electronics,4921.43,1771,0.2,0.22,12/8/2021,54,316
Beatriz Santos,Wardrobe,5184.28,2184.81,0.2,0.19,12/8/2021,55,186
Camila Lima,Wardrobe,1818.93,2755.85,0.13,0.15,12/8/2021,19,50
Thiago Barbosa,Accessories,2535.06,1147.35,0.38,0.44,12/8/2021,27,189
Letícia Ribeiro,Accessories,1559.43,1415.03,0.54,0.58,12/8/2021,18,73
Enzo Nascimento,House,4211.83,4899.29,0.32,0.32,12/8/2021,47,316
Guilherme Santos,House,5626.22,2988.02,0.2,0.32,12/8/2021,63,257
Vitória Ribeiro,Toy,3769.66,3487.15,0.19,0.24,12/8/2021,39,263
Julia Araújo,Sports,871.45,2848.77,0.23,0.33,12/8/2021,10,68
Lucas Rodrigues,Sports,1521.81,3697.53,0.43,0.35,12/8/2021,16,106
Thiago Carvalho,Sports,7499.8,3365.66,0.16,0.27,12/8/2021,70,507
Mateus Barbosa,Electronics,3128.99,2133.52,0.26,0.17,12/8/2021,27,111
Camila Carvalho,House,4550.39,4645.14,0.42,0.26,12/8/2021,52,354
Diego Cardoso,Wardrobe,1632.79,2529.58,0.12,0.15,12/8/2021,17,85
Jorge Santos,Toy,1375.54,3370.73,0.15,0.26,12/8/2021,15,105
Raphael Silva,Stationery,425.08,1215.72,0.63,0.5,12/8/2021,2,7
Caroline Reis,Stationery,2014.72,578.1,0.47,0.45,12/8/2021,20,126
Letícia Nascimento,Electronics,6810.33,2005.96,0.14,0.2,12/9/2021,65,277
Ana Sousa,Electronics,821.47,3109.25,0.14,0.18,12/9/2021,6,28
Gustavo Martins,Electronics,2252.18,2048.87,0.23,0.19,12/9/2021,21,110
Beatriz Santos,Wardrobe,4886.44,3301.95,0.2,0.2,12/9/2021,52,374
Camila Lima,Wardrobe,5031.75,1136.94,0.1,0.17,12/9/2021,52,284
Thiago Barbosa,Accessories,1018.92,1467.19,0.54,0.5,12/9/2021,9,32
Letícia Ribeiro,Accessories,2384.56,869.5,0.56,0.44,12/9/2021,27,139
Enzo Nascimento,House,2372.05,4644.99,0.33,0.3,12/9/2021,24,130
Guilherme Santos,House,209.68,4816.79,0.23,0.33,12/9/2021,1,6
Vitória Ribeiro,Toy,4255.18,3567.17,0.29,0.23,12/9/2021,46,150
Julia Araújo,Sports,3465.5,1683.24,0.31,0.33,12/9/2021,33,227
Lucas Rodrigues,Sports,2869.45,1360.81,0.26,0.27,12/9/2021,31,128
Thiago Carvalho,Sports,347.94,3457.55,0.26,0.31,12/9/2021,5,23
Mateus Barbosa,Electronics,6835.41,1541.79,0.14,0.18,12/9/2021,75,297
Camila Carvalho,House,4896.04,4066.46,0.18,0.28,12/9/2021,48,129
Diego Cardoso,Wardrobe,4970.31,870.84,0.13,0.15,12/9/2021,54,351
Jorge Santos,Toy,3587.93,3655.65,0.27,0.3,12/9/2021,43,123
Raphael Silva,Stationery,339.55,1156.69,0.27,0.47,12/9/2021,5,13
Caroline Reis,Stationery,156.54,545.32,0.67,0.41,12/9/2021,2,13
Letícia Nascimento,Electronics,564.45,3537.95,0.28,0.24,12/10/2021,5,28
Ana Sousa,Electronics,5276.96,1900.72,0.16,0.21,12/10/2021,57,264
Gustavo Martins,Electronics,5845.74,2030.35,0.14,0.2,12/10/2021,64,299
Beatriz Santos,Wardrobe,3927.02,1211.99,0.08,0.19,12/10/2021,40,114
Camila Lima,Wardrobe,4241.05,1093.45,0.23,0.17,12/10/2021,48,366
Thiago Barbosa,Accessories,985.12,1002.59,0.78,0.46,12/10/2021,9,24
Letícia Ribeiro,Accessories,1554.61,1440.92,0.44,0.48,12/10/2021,18,76
Enzo Nascimento,House,6433.78,3352.7,0.42,0.25,12/10/2021,87,260
Guilherme Santos,House,6046.13,4169.65,0.15,0.32,12/10/2021,86,518
Vitória Ribeiro,Toy,5199.55,1384.51,0.23,0.24,12/10/2021,56,422
Julia Araújo,Sports,326.19,2344.1,0.3,0.34,12/10/2021,5,34
Lucas Rodrigues,Sports,4267.58,1715.52,0.31,0.3,12/10/2021,48,351
Thiago Carvalho,Sports,3307.19,1478.93,0.38,0.26,12/10/2021,34,89
Mateus Barbosa,Electronics,6797.46,1247.43,0.17,0.17,12/10/2021,75,478
Camila Carvalho,House,6340.64,2085.98,0.14,0.29,12/10/2021,100,761
Diego Cardoso,Wardrobe,925.11,1522.84,0.24,0.15,12/10/2021,9,26
Jorge Santos,Toy,5637.52,1392.24,0.18,0.29,12/10/2021,63,461
Raphael Silva,Stationery,1293.08,782.67,0.68,0.41,12/10/2021,12,34
Caroline Reis,Stationery,1208.42,580.27,0.61,0.43,12/10/2021,11,64
Letícia Nascimento,Electronics,5096.48,1169.95,0.3,0.2,12/11/2021,59,393
Ana Sousa,Electronics,1476.77,4240.7,0.28,0.2,12/11/2021,16,110
Gustavo Martins,Electronics,6406.75,3242.69,0.29,0.22,12/11/2021,66,147
Beatriz Santos,Wardrobe,4355.73,2421.96,0.15,0.19,12/11/2021,43,249
Camila Lima,Wardrobe,867.47,2611.43,0.11,0.19,12/11/2021,10,63
Thiago Barbosa,Accessories,1803.21,800.32,0.7,0.44,12/11/2021,18,133
Letícia Ribeiro,Accessories,2351.17,1518.41,0.24,0.5,12/11/2021,22,67
Enzo Nascimento,House,6515.9,1698.97,0.41,0.24,12/11/2021,80,304
Guilherme Santos,House,2204.72,4095.54,0.42,0.33,12/11/2021,27,156
Vitória Ribeiro,Toy,4750.36,2275.63,0.1,0.23,12/11/2021,53,346
Julia Araújo,Sports,7743.44,2765.92,0.42,0.31,12/11/2021,77,362
Lucas Rodrigues,Sports,3530.39,4530.64,0.29,0.34,12/11/2021,35,102
Thiago Carvalho,Sports,5322.97,1725.87,0.14,0.26,12/11/2021,64,479
Mateus Barbosa,Electronics,6849.28,3520.21,0.22,0.18,12/11/2021,65,476
Camila Carvalho,House,3687.64,5084.01,0.18,0.32,12/11/2021,42,140
Diego Cardoso,Wardrobe,1742.38,1516.86,0.2,0.17,12/11/2021,19,125
Jorge Santos,Toy,1547.66,3677.43,0.12,0.29,12/11/2021,16,73
Raphael Silva,Stationery,892.19,448.31,0.65,0.5,12/11/2021,9,64
Caroline Reis,Stationery,75.98,437.53,0.47,0.49,12/11/2021,1,7
Letícia Nascimento,Electronics,475.51,2292.51,0.09,0.21,12/12/2021,4,24
Ana Sousa,Electronics,290.35,2500.88,0.3,0.18,12/12/2021,2,11
Gustavo Martins,Electronics,3363.69,3677.8,0.2,0.19,12/12/2021,39,220
Beatriz Santos,Wardrobe,4138,2705.27,0.24,0.15,12/12/2021,43,182
Camila Lima,Wardrobe,3272.58,1557.75,0.18,0.2,12/12/2021,33,97
Thiago Barbosa,Accessories,2033.84,1444.54,0.38,0.44,12/12/2021,20,103
Letícia Ribeiro,Accessories,2113.94,620.65,0.28,0.42,12/12/2021,20,112
Enzo Nascimento,House,8123.07,3537.19,0.33,0.25,12/12/2021,88,208
Guilherme Santos,House,7206.42,2748.27,0.12,0.33,12/12/2021,104,687
Vitória Ribeiro,Toy,3985.07,3053.19,0.19,0.22,12/12/2021,38,202
Julia Araújo,Sports,4456.56,1580.08,0.16,0.26,12/12/2021,45,245
Lucas Rodrigues,Sports,2539.66,4589.99,0.43,0.29,12/12/2021,27,200
Thiago Carvalho,Sports,2374.46,1480.8,0.34,0.33,12/12/2021,24,174
Mateus Barbosa,Electronics,6014.46,1935.09,0.31,0.22,12/12/2021,76,480
Camila Carvalho,House,4170.55,2238.37,0.26,0.31,12/12/2021,47,175
Diego Cardoso,Wardrobe,5254.46,1930.74,0.22,0.16,12/12/2021,63,311
Jorge Santos,Toy,5010.46,2439.36,0.13,0.28,12/12/2021,53,295
Raphael Silva,Stationery,1852.69,468.54,0.2,0.52,12/12/2021,18,105
Caroline Reis,Stationery,1729.53,1060.37,0.45,0.41,12/12/2021,18,39
Letícia Nascimento,Electronics,6622.42,3237.7,0.21,0.21,12/13/2021,101,537
Ana Sousa,Electronics,6009.84,2598.12,0.14,0.2,12/13/2021,90,477
Gustavo Martins,Electronics,5342.47,3832.55,0.22,0.22,12/13/2021,58,366
Beatriz Santos,Wardrobe,162.69,2823.51,0.12,0.19,12/13/2021,2,5
Camila Lima,Wardrobe,2867.23,1529.85,0.2,0.17,12/13/2021,34,92
Thiago Barbosa,Accessories,2461.75,1397.91,0.6,0.52,12/13/2021,27,66
Letícia Ribeiro,Accessories,2184.96,1546.44,0.52,0.5,12/13/2021,26,82
Enzo Nascimento,House,7632.21,2906.26,0.24,0.25,12/13/2021,94,284
Guilherme Santos,House,7092.43,4115.76,0.33,0.32,12/13/2021,111,679
Vitória Ribeiro,Toy,366.48,3695.75,0.11,0.3,12/13/2021,3,8
Julia Araújo,Sports,6573.32,4439.1,0.25,0.35,12/13/2021,84,482
Lucas Rodrigues,Sports,6009.68,2429.59,0.25,0.33,12/13/2021,83,401
Thiago Carvalho,Sports,6532.48,2921.71,0.18,0.39,12/13/2021,101,759
Mateus Barbosa,Electronics,3628.04,3504.53,0.1,0.18,12/13/2021,39,278
Camila Carvalho,House,2984.34,3675.55,0.39,0.33,12/13/2021,32,201
Diego Cardoso,Wardrobe,2344.01,1445.89,0.11,0.2,12/13/2021,22,120
Jorge Santos,Toy,4946.54,2853.16,0.17,0.27,12/13/2021,56,188
Raphael Silva,Stationery,1461.85,933.97,0.32,0.41,12/13/2021,16,35
Caroline Reis,Stationery,1467.13,371.98,0.58,0.36,12/13/2021,18,41
Letícia Nascimento,Electronics,2339.84,1938.91,0.15,0.18,12/14/2021,26,69
Ana Sousa,Electronics,2439.74,3570.79,0.27,0.22,12/14/2021,26,58
Gustavo Martins,Electronics,4296.48,1722.56,0.08,0.22,12/14/2021,47,275
Beatriz Santos,Wardrobe,5076.07,2971.85,0.28,0.2,12/14/2021,63,432
Camila Lima,Wardrobe,4633.43,1249.9,0.23,0.2,12/14/2021,49,167
Thiago Barbosa,Accessories,1290.6,511.01,0.52,0.56,12/14/2021,11,31
Letícia Ribeiro,Accessories,2097.32,1114.18,0.46,0.42,12/14/2021,23,123
Enzo Nascimento,House,635.96,1631.13,0.28,0.22,12/14/2021,7,37
Guilherme Santos,House,6303.13,1938.68,0.39,0.23,12/14/2021,72,490
Vitória Ribeiro,Toy,1395.71,1246.02,0.27,0.25,12/14/2021,14,100
Julia Araújo,Sports,235.88,2373.07,0.45,0.29,12/14/2021,2,14
Lucas Rodrigues,Sports,683.19,4581.59,0.44,0.38,12/14/2021,7,40
Thiago Carvalho,Sports,1782.98,3859.99,0.45,0.27,12/14/2021,18,58
Mateus Barbosa,Electronics,807.21,1996.51,0.22,0.22,12/14/2021,6,26
Camila Carvalho,House,5816.27,1918.16,0.32,0.23,12/14/2021,55,238
Diego Cardoso,Wardrobe,646.61,3103.24,0.22,0.19,12/14/2021,7,46
Jorge Santos,Toy,1165.27,940.82,0.23,0.23,12/14/2021,11,52
Raphael Silva,Stationery,1890.26,954.49,0.45,0.52,12/14/2021,23,172
Caroline Reis,Stationery,1718.91,924.19,0.5,0.45,12/14/2021,18,44
Letícia Nascimento,Electronics,4110.62,3658.09,0.18,0.19,12/15/2021,43,135
Ana Sousa,Electronics,2170.58,2518.34,0.14,0.18,12/15/2021,27,197
Gustavo Martins,Electronics,4729.3,3225.44,0.21,0.21,12/15/2021,54,163
Beatriz Santos,Wardrobe,5348.59,2109.33,0.13,0.17,12/15/2021,54,328
Camila Lima,Wardrobe,1098.74,2816.59,0.13,0.2,12/15/2021,13,62
Thiago Barbosa,Accessories,1886.45,608.05,0.38,0.4,12/15/2021,21,127
Letícia Ribeiro,Accessories,269.3,1111.09,0.32,0.54,12/15/2021,2,12
Enzo Nascimento,House,672.15,1872.36,0.26,0.23,12/15/2021,8,35
Guilherme Santos,House,5908.38,3189.62,0.25,0.3,12/15/2021,86,606
Vitória Ribeiro,Toy,472.65,3271.78,0.11,0.29,12/15/2021,5,25
Julia Araújo,Sports,576.71,3072.25,0.21,0.38,12/15/2021,5,19
Lucas Rodrigues,Sports,5228.64,3959.78,0.14,0.39,12/15/2021,55,364
Thiago Carvalho,Sports,3086.32,4644.23,0.25,0.35,12/15/2021,28,165
Mateus Barbosa,Electronics,4787.24,1335.2,0.27,0.18,12/15/2021,55,139
Camila Carvalho,House,7799.53,4955.43,0.31,0.25,12/15/2021,63,302
Diego Cardoso,Wardrobe,4612.36,1940.26,0.08,0.15,12/15/2021,49,230
Jorge Santos,Toy,622.73,3295.09,0.13,0.2,12/15/2021,4,22
Raphael Silva,Stationery,230.24,904.37,0.45,0.47,12/15/2021,1,4
Caroline Reis,Stationery,550.62,624.76,0.38,0.49,12/15/2021,6,42
Letícia Nascimento,Electronics,3604.57,2426.27,0.13,0.22,12/16/2021,37,246
Ana Sousa,Electronics,3738.71,2984.39,0.3,0.22,12/16/2021,38,120
Gustavo Martins,Electronics,5453.42,2102.32,0.31,0.22,12/16/2021,57,326
Beatriz Santos,Wardrobe,1359.95,2350.87,0.22,0.16,12/16/2021,15,73
Camila Lima,Wardrobe,3611.8,940.38,0.14,0.15,12/16/2021,37,259
Thiago Barbosa,Accessories,2329.04,1491.57,0.56,0.58,12/16/2021,24,85
Letícia Ribeiro,Accessories,2248.69,1377.71,0.56,0.54,12/16/2021,26,177
Enzo Nascimento,House,3396.67,3902.26,0.21,0.33,12/16/2021,36,245
Guilherme Santos,House,1905.06,4519.58,0.28,0.23,12/16/2021,20,126
Vitória Ribeiro,Toy,5848.51,2682.91,0.12,0.23,12/16/2021,74,254
Julia Araújo,Sports,192.93,3812.9,0.49,0.31,12/16/2021,1,3
Lucas Rodrigues,Sports,6819.51,1230.65,0.23,0.29,12/16/2021,109,817
Thiago Carvalho,Sports,5146.99,1989.59,0.47,0.27,12/16/2021,58,322
Mateus Barbosa,Electronics,4458.61,2604.91,0.1,0.19,12/16/2021,49,279
Camila Carvalho,House,7571,3688.21,0.17,0.22,12/16/2021,69,283
Diego Cardoso,Wardrobe,4131.19,1717.1,0.22,0.17,12/16/2021,43,237
Jorge Santos,Toy,1948.95,2021.15,0.14,0.23,12/16/2021,23,111
Raphael Silva,Stationery,397.51,481.84,0.34,0.5,12/16/2021,5,20
Caroline Reis,Stationery,1036.91,665.69,0.56,0.45,12/16/2021,11,29
Letícia Nascimento,Electronics,714.47,2715.1,0.2,0.23,12/17/2021,9,35
Ana Sousa,Electronics,4866.16,2911.05,0.31,0.2,12/17/2021,53,204
Gustavo Martins,Electronics,6511.26,2580.21,0.12,0.22,12/17/2021,85,309
Beatriz Santos,Wardrobe,375.83,2405.51,0.17,0.18,12/17/2021,5,32
Camila Lima,Wardrobe,2207.83,2083.25,0.08,0.19,12/17/2021,26,58
Thiago Barbosa,Accessories,205.99,1116.29,0.68,0.5,12/17/2021,2,8
Letícia Ribeiro,Accessories,2373.88,733.29,0.64,0.52,12/17/2021,23,131
Enzo Nascimento,House,1960.83,4407.92,0.4,0.28,12/17/2021,22,89
Guilherme Santos,House,8347.35,2495.03,0.29,0.26,12/17/2021,108,727
Vitória Ribeiro,Toy,754.04,3501.01,0.15,0.25,12/17/2021,7,27
Julia Araújo,Sports,5226.34,4389.24,0.49,0.3,12/17/2021,58,216
Lucas Rodrigues,Sports,4317.43,4030.7,0.39,0.26,12/17/2021,48,325
Thiago Carvalho,Sports,1812.4,4553.9,0.44,0.33,12/17/2021,18,82
Mateus Barbosa,Electronics,336.8,3509.28,0.23,0.18,12/17/2021,4,20
Camila Carvalho,House,5081.14,3012.3,0.17,0.26,12/17/2021,57,189
Diego Cardoso,Wardrobe,540.56,2149.88,0.23,0.15,12/17/2021,6,34
Jorge Santos,Toy,3665.46,2481.17,0.29,0.29,12/17/2021,37,272
Raphael Silva,Stationery,1949.62,1172.5,0.5,0.54,12/17/2021,20,82
Caroline Reis,Stationery,754.25,1202.79,0.32,0.43,12/17/2021,6,18
Letícia Nascimento,Electronics,6969.06,1633.52,0.27,0.23,12/18/2021,100,368
Ana Sousa,Electronics,6959.66,4266.94,0.11,0.17,12/18/2021,111,531
Gustavo Martins,Electronics,6546.81,3593.05,0.15,0.23,12/18/2021,105,745
Beatriz Santos,Wardrobe,5060.53,2207,0.15,0.19,12/18/2021,48,354
Camila Lima,Wardrobe,893.95,1461.86,0.12,0.15,12/18/2021,9,36
Thiago Barbosa,Accessories,429.18,437.08,0.36,0.52,12/18/2021,3,18
Letícia Ribeiro,Accessories,2231.23,1654.7,0.44,0.52,12/18/2021,24,93
Enzo Nascimento,House,871.96,5086.78,0.17,0.23,12/18/2021,10,60
Guilherme Santos,House,2888.53,4039.62,0.4,0.31,12/18/2021,33,204
Vitória Ribeiro,Toy,4942.4,1517.76,0.38,0.29,12/18/2021,48,205
Julia Araújo,Sports,6068.42,2034.84,0.22,0.26,12/18/2021,97,415
Lucas Rodrigues,Sports,1581.97,3732.37,0.51,0.38,12/18/2021,16,63
Thiago Carvalho,Sports,7353.83,3638.86,0.4,0.27,12/18/2021,81,297
Mateus Barbosa,Electronics,5754.3,2466.02,0.14,0.21,12/18/2021,63,192
Camila Carvalho,House,2506.33,4258.64,0.24,0.28,12/18/2021,27,187
Diego Cardoso,Wardrobe,4134.05,2141.15,0.22,0.15,12/18/2021,46,181
Jorge Santos,Toy,4866.23,1303.75,0.36,0.27,12/18/2021,53,185
Raphael Silva,Stationery,659.78,401.05,0.22,0.4,12/18/2021,6,21
Caroline Reis,Stationery,1253.86,404.73,0.49,0.41,12/18/2021,11,64
Letícia Nascimento,Electronics,6221.59,3422.17,0.11,0.2,12/19/2021,69,256
Ana Sousa,Electronics,5529.6,3944.77,0.28,0.23,12/19/2021,60,324
Gustavo Martins,Electronics,3962.65,1579.89,0.1,0.22,12/19/2021,43,327
Beatriz Santos,Wardrobe,951.75,2397.98,0.27,0.15,12/19/2021,10,65
Camila Lima,Wardrobe,2174.06,2070.72,0.2,0.18,12/19/2021,26,112
Thiago Barbosa,Accessories,2040.83,1672.72,0.58,0.44,12/19/2021,22,62
Letícia Ribeiro,Accessories,2136.8,1410.06,0.28,0.4,12/19/2021,23,108
Enzo Nascimento,House,5202.95,2777.82,0.33,0.22,12/19/2021,64,455
Guilherme Santos,House,1682.31,1706.83,0.19,0.31,12/19/2021,18,67
Vitória Ribeiro,Toy,4748.39,2757.54,0.12,0.2,12/19/2021,50,196
Julia Araújo,Sports,450.84,4005.9,0.47,0.27,12/19/2021,2,6
Lucas Rodrigues,Sports,3505.15,2904.22,0.48,0.27,12/19/2021,37,90
Thiago Carvalho,Sports,815.83,2266.68,0.38,0.39,12/19/2021,9,40
Mateus Barbosa,Electronics,4436.65,1225.06,0.26,0.21,12/19/2021,46,111
Camila Carvalho,House,326.9,4543.5,0.37,0.29,12/19/2021,4,28
Diego Cardoso,Wardrobe,1370.36,1350.31,0.27,0.17,12/19/2021,14,54
Jorge Santos,Toy,5145.38,3511.02,0.4,0.26,12/19/2021,56,209
Raphael Silva,Stationery,1948.45,1054.16,0.31,0.4,12/19/2021,20,66
Caroline Reis,Stationery,592.12,1238.48,0.29,0.38,12/19/2021,6,24
Letícia Nascimento,Electronics,7021.16,4423.69,0.14,0.22,12/20/2021,72,459
Ana Sousa,Electronics,1887.41,4357.27,0.15,0.2,12/20/2021,21,124
Gustavo Martins,Electronics,4476.91,3643.41,0.09,0.23,12/20/2021,46,297
Beatriz Santos,Wardrobe,2642.83,1515.53,0.15,0.16,12/20/2021,27,170
Camila Lima,Wardrobe,3400.03,1410.91,0.18,0.17,12/20/2021,38,203
Thiago Barbosa,Accessories,2422.18,876.43,0.22,0.5,12/20/2021,21,143
Letícia Ribeiro,Accessories,2415.08,1529.11,0.6,0.48,12/20/2021,21,141
Enzo Nascimento,House,4829.32,4055,0.14,0.23,12/20/2021,49,120
Guilherme Santos,House,7938.61,1334.56,0.22,0.33,12/20/2021,72,162
Vitória Ribeiro,Toy,5918.29,1517.89,0.13,0.29,12/20/2021,90,299
Julia Araújo,Sports,1463.22,2600.15,0.44,0.36,12/20/2021,16,74
Lucas Rodrigues,Sports,4513.11,4295.26,0.27,0.33,12/20/2021,54,143
Thiago Carvalho,Sports,6445.29,3083.45,0.4,0.31,12/20/2021,81,416
Mateus Barbosa,Electronics,1996.04,3193.67,0.24,0.19,12/20/2021,20,58
Camila Carvalho,House,868.61,3096.73,0.31,0.24,12/20/2021,9,32
Diego Cardoso,Wardrobe,2644.27,852.07,0.2,0.21,12/20/2021,27,127
Jorge Santos,Toy,2884.09,1784.15,0.24,0.26,12/20/2021,30,110
Raphael Silva,Stationery,1834.39,651.95,0.22,0.4,12/20/2021,18,103
Caroline Reis,Stationery,66.39,925.17,0.67,0.52,12/20/2021,2,5
Letícia Nascimento,Electronics,2893.93,3446.53,0.18,0.17,12/21/2021,33,90
Ana Sousa,Electronics,6504.32,1917.68,0.22,0.2,12/21/2021,100,483
Gustavo Martins,Electronics,3149.46,1995.09,0.32,0.2,12/21/2021,33,221
Beatriz Santos,Wardrobe,1065.64,3030.94,0.24,0.17,12/21/2021,13,81
Camila Lima,Wardrobe,266.57,3100.16,0.13,0.16,12/21/2021,2,13
Thiago Barbosa,Accessories,1773.13,1192.66,0.3,0.5,12/21/2021,18,96
Letícia Ribeiro,Accessories,1411.15,1583.04,0.64,0.54,12/21/2021,14,83
Enzo Nascimento,House,5863.33,3457.6,0.34,0.31,12/21/2021,81,349
Guilherme Santos,House,2677.22,3838.72,0.22,0.25,12/21/2021,27,98
Vitória Ribeiro,Toy,5238.81,1899.45,0.37,0.27,12/21/2021,61,214
Julia Araújo,Sports,1292.86,3859.16,0.48,0.29,12/21/2021,12,66
Lucas Rodrigues,Sports,4274.87,4616.72,0.29,0.36,12/21/2021,49,256
Thiago Carvalho,Sports,783.05,3375.71,0.3,0.33,12/21/2021,6,27
Mateus Barbosa,Electronics,2374.46,3518.83,0.22,0.2,12/21/2021,21,150
Camila Carvalho,House,4534.66,3947.36,0.13,0.3,12/21/2021,50,170
Diego Cardoso,Wardrobe,1544.61,1413.29,0.2,0.21,12/21/2021,17,60
Jorge Santos,Toy,4741.48,1064.1,0.28,0.21,12/21/2021,53,381
Raphael Silva,Stationery,1491.22,451.74,0.22,0.54,12/21/2021,18,69
Caroline Reis,Stationery,630.97,977.05,0.56,0.5,12/21/2021,4,16
Letícia Nascimento,Electronics,5198.41,4398.24,0.1,0.18,12/22/2021,63,425
Ana Sousa,Electronics,1101.54,1990.94,0.24,0.22,12/22/2021,13,41
Gustavo Martins,Electronics,147.69,1381.01,0.09,0.18,12/22/2021,1,5
Beatriz Santos,Wardrobe,3464.9,2924.44,0.17,0.2,12/22/2021,32,228
Camila Lima,Wardrobe,526.89,1138.92,0.21,0.17,12/22/2021,7,47
Thiago Barbosa,Accessories,807.14,1656.27,0.56,0.58,12/22/2021,7,35
Letícia Ribeiro,Accessories,592.52,918.6,0.72,0.58,12/22/2021,5,24
Enzo Nascimento,House,485.22,4127.67,0.2,0.28,12/22/2021,4,26
Guilherme Santos,House,6578.43,4362,0.33,0.29,12/22/2021,76,269
Vitória Ribeiro,Toy,5060.96,3648.05,0.37,0.23,12/22/2021,48,129
Julia Araújo,Sports,3361.98,2868.31,0.51,0.29,12/22/2021,34,91
Lucas Rodrigues,Sports,236.75,2446.02,0.31,0.27,12/22/2021,1,3
Thiago Carvalho,Sports,3497.72,1934.8,0.36,0.36,12/22/2021,34,217
Mateus Barbosa,Electronics,3563.02,3042.25,0.14,0.2,12/22/2021,33,140
Camila Carvalho,House,7219.87,1688.32,0.21,0.31,12/22/2021,91,641
Diego Cardoso,Wardrobe,3913.02,1471.92,0.26,0.17,12/22/2021,38,104
Jorge Santos,Toy,5986.53,1265.08,0.37,0.29,12/22/2021,106,798
Raphael Silva,Stationery,1151.46,902.25,0.49,0.49,12/22/2021,12,60
Caroline Reis,Stationery,489.36,851.39,0.49,0.38,12/22/2021,7,15
Letícia Nascimento,Electronics,219.18,3953.87,0.23,0.17,12/23/2021,2,14
Ana Sousa,Electronics,3224.33,1548.79,0.22,0.24,12/23/2021,36,171
Gustavo Martins,Electronics,3926.86,1900.27,0.26,0.17,12/23/2021,44,319
